X,Y,Z,Anomaly
854738.1048894738,988408.2730105263,2646.0412414557895,-7.075293095901104
854837.3154157895,988304.0624842106,2505.933415421579,-5.363399297506641
855432.5785736842,987887.2203789474,2561.976545835263,-4.412645896632971
853745.9996263159,987939.3256421053,2309.7824589736842,-4.024132836429836
855134.9469947369,988199.8519578947,2646.0412414557895,-6.879843779462391
854440.4733105263,987730.9045894737,2421.868719801053,-5.277060340501389
854440.4733105263,987939.3256421053,2702.0843718694737,-6.948487282897234
855035.7364684211,988199.8519578947,2477.911850214737,-4.776038268289433
854242.0522578948,987783.0098526316,2393.8471545942107,-5.136432954213891
854341.2627842106,988251.9572210526,2702.0843718694737,-6.865700437506118
854539.6838368422,987678.7993263159,2505.933415421579,-5.607693986699582
854341.2627842106,987835.1151157895,2618.0196762489477,-6.6701925859041005
854837.3154157895,988147.7466947369,2702.0843718694737,-7.176943058412705
854242.0522578948,987574.5888,2337.8040241805265,-3.8229032174163016
855134.9469947369,988199.8519578947,2533.9549806284213,-5.8172737934520296
854440.4733105263,987887.2203789474,2589.9981110421054,-6.803630939618741
854440.4733105263,988147.7466947369,2533.9549806284213,-6.369246417306825
854242.0522578948,988043.536168421,2421.868719801053,-5.640944508585792
855035.7364684211,988095.641431579,2646.0412414557895,-7.207172017757993
854341.2627842106,987626.6940631579,2449.890285007895,-5.308757995180315
855035.7364684211,987939.3256421053,2477.911850214737,-5.256974860325898
854341.2627842106,987626.6940631579,2589.9981110421054,-5.701372818802423
854242.0522578948,987626.6940631579,2393.8471545942107,-4.653156308101574
853944.4206789475,987730.9045894737,2477.911850214737,-5.38191770051438
854341.2627842106,987574.5888,2421.868719801053,-4.671012339476258
854738.1048894738,987574.5888,2393.8471545942107,-4.320861281813578
855134.9469947369,988251.9572210526,2561.976545835263,-6.137634713178285
855035.7364684211,988356.1677473685,2589.9981110421054,-6.589556532757699
854242.0522578948,987991.4309052632,2561.976545835263,-6.631613736723563
855432.5785736842,987626.6940631579,2533.9549806284213,-3.915709510217308
854142.841731579,987835.1151157895,2477.911850214737,-6.004351401700951
854440.4733105263,987991.4309052632,2449.890285007895,-5.456162868320918
